Init done.
GetPlayersBound: 0 0
AddPlayer: SUCCESS
IncreasePlayerIDLevel: INVALID_INPUT
GetPercentOfPlayersWithScoreInBounds: FAILURE
RemovePlayer: SUCCESS
IncreasePlayerIDLevel: SUCCESS
IncreasePlayerIDLevel: INVALID_INPUT
AddPlayer: FAILURE
AddPlayer: SUCCESS
AddPlayer: SUCCESS
IncreasePlayerIDLevel: INVALID_INPUT
GetPlayersBound: 0 0
AverageHighestPlayerLevelByGroup: 0.00
GetPercentOfPlayersWithScoreInBounds: FAILURE
GetPlayersBound: INVALID_INPUT
RemovePlayer: INVALID_INPUT
GetPercentOfPlayersWithScoreInBounds: FAILURE
MergeGroups: SUCCESS
ChangePlayerIDScore: SUCCESS
AverageHighestPlayerLevelByGroup: 0.00
AddPlayer: SUCCESS
AverageHighestPlayerLevelByGroup: 9.00
AverageHighestPlayerLevelByGroup: 1.62
ChangePlayerIDScore: SUCCESS
GetPlayersBound: 0 0
RemovePlayer: SUCCESS
MergeGroups: SUCCESS
AddPlayer: SUCCESS
GetPlayersBound: 0 0
GetPercentOfPlayersWithScoreInBounds: 25.00
ChangePlayerIDScore: SUCCESS
ChangePlayerIDScore: SUCCESS
GetPercentOfPlayersWithScoreInBounds: 25.00
GetPlayersBound: 0 0
MergeGroups: SUCCESS
AverageHighestPlayerLevelByGroup: 1.00
AddPlayer: SUCCESS
RemovePlayer: SUCCESS
AverageHighestPlayerLevelByGroup: 0.00
AverageHighestPlayerLevelByGroup: 0.00
AddPlayer: SUCCESS
MergeGroups: INVALID_INPUT
AddPlayer: INVALID_INPUT
AverageHighestPlayerLevelByGroup: FAILURE
MergeGroups: SUCCESS
IncreasePlayerIDLevel: SUCCESS
AddPlayer: SUCCESS
AverageHighestPlayerLevelByGroup: 2.50
MergeGroups: SUCCESS
RemovePlayer: SUCCESS
RemovePlayer: SUCCESS
IncreasePlayerIDLevel: SUCCESS
AddPlayer: SUCCESS
MergeGroups: SUCCESS
AddPlayer: SUCCESS
IncreasePlayerIDLevel: SUCCESS
AverageHighestPlayerLevelByGroup: 1.50
MergeGroups: SUCCESS
GetPercentOfPlayersWithScoreInBounds: 0.00
RemovePlayer: SUCCESS
AverageHighestPlayerLevelByGroup: 1.38
RemovePlayer: SUCCESS
AddPlayer: SUCCESS
AddPlayer: SUCCESS
ChangePlayerIDScore: INVALID_INPUT
AddPlayer: SUCCESS
GetPlayersBound: 0 0
GetPlayersBound: 0 0
GetPercentOfPlayersWithScoreInBounds: 0.00
AddPlayer: SUCCESS
IncreasePlayerIDLevel: SUCCESS
AddPlayer: INVALID_INPUT
RemovePlayer: SUCCESS
AddPlayer: FAILURE
AddPlayer: SUCCESS
RemovePlayer: SUCCESS
MergeGroups: SUCCESS
GetPercentOfPlayersWithScoreInBounds: 4.17
AverageHighestPlayerLevelByGroup: INVALID_INPUT
AverageHighestPlayerLevelByGroup: 3.83
IncreasePlayerIDLevel: SUCCESS
MergeGroups: SUCCESS
MergeGroups: SUCCESS
ChangePlayerIDScore: SUCCESS
ChangePlayerIDScore: INVALID_INPUT
RemovePlayer: SUCCESS
IncreasePlayerIDLevel: SUCCESS
IncreasePlayerIDLevel: SUCCESS
MergeGroups: SUCCESS
AddPlayer: SUCCESS
IncreasePlayerIDLevel: SUCCESS
GetPercentOfPlayersWithScoreInBounds: INVALID_INPUT
RemovePlayer: SUCCESS
ChangePlayerIDScore: SUCCESS
ChangePlayerIDScore: SUCCESS
ChangePlayerIDScore: SUCCESS
GetPercentOfPlayersWithScoreInBounds: 0.00
AddPlayer: SUCCESS
ChangePlayerIDScore: SUCCESS
GetPercentOfPlayersWithScoreInBounds: 0.00
IncreasePlayerIDLevel: FAILURE
GetPercentOfPlayersWithScoreInBounds: 5.26
IncreasePlayerIDLevel: SUCCESS
GetPlayersBound: 3 3
AddPlayer: SUCCESS
GetPercentOfPlayersWithScoreInBounds: 5.26
AverageHighestPlayerLevelByGroup: 2.29
IncreasePlayerIDLevel: SUCCESS
AddPlayer: SUCCESS
AverageHighestPlayerLevelByGroup: 2.56
IncreasePlayerIDLevel: SUCCESS
GetPercentOfPlayersWithScoreInBounds: 4.00
MergeGroups: SUCCESS
MergeGroups: SUCCESS
RemovePlayer: FAILURE
AddPlayer: SUCCESS
AddPlayer: SUCCESS
IncreasePlayerIDLevel: SUCCESS
GetPercentOfPlayersWithScoreInBounds: 5.00
GetPlayersBound: 0 0
GetPlayersBound: 9 9
IncreasePlayerIDLevel: SUCCESS
RemovePlayer: SUCCESS
AddPlayer: SUCCESS
GetPercentOfPlayersWithScoreInBounds: FAILURE
IncreasePlayerIDLevel: SUCCESS
RemovePlayer: SUCCESS
GetPlayersBound: 0 0
GetPercentOfPlayersWithScoreInBounds: 4.00
AverageHighestPlayerLevelByGroup: 6.40
AddPlayer: SUCCESS
IncreasePlayerIDLevel: SUCCESS
GetPercentOfPlayersWithScoreInBounds: 0.00
GetPercentOfPlayersWithScoreInBounds: 0.00
RemovePlayer: FAILURE
RemovePlayer: SUCCESS
GetPlayersBound: 8 8
MergeGroups: SUCCESS
RemovePlayer: SUCCESS
ChangePlayerIDScore: SUCCESS
RemovePlayer: SUCCESS
ChangePlayerIDScore: SUCCESS
RemovePlayer: SUCCESS
ChangePlayerIDScore: SUCCESS
GetPercentOfPlayersWithScoreInBounds: 11.76
RemovePlayer: SUCCESS
RemovePlayer: SUCCESS
RemovePlayer: SUCCESS
GetPlayersBound: 0 0
IncreasePlayerIDLevel: SUCCESS
MergeGroups: INVALID_INPUT
MergeGroups: SUCCESS
IncreasePlayerIDLevel: SUCCESS
MergeGroups: SUCCESS
GetPlayersBound: 0 0
GetPercentOfPlayersWithScoreInBounds: 0.00
GetPercentOfPlayersWithScoreInBounds: 0.00
AverageHighestPlayerLevelByGroup: 4.06
AverageHighestPlayerLevelByGroup: 3.42
AddPlayer: SUCCESS
AverageHighestPlayerLevelByGroup: 3.61
AddPlayer: SUCCESS
GetPlayersBound: 0 0
ChangePlayerIDScore: SUCCESS
ChangePlayerIDScore: SUCCESS
AddPlayer: SUCCESS
IncreasePlayerIDLevel: SUCCESS
AddPlayer: SUCCESS
MergeGroups: SUCCESS
IncreasePlayerIDLevel: SUCCESS
AverageHighestPlayerLevelByGroup: 10.50
ChangePlayerIDScore: SUCCESS
MergeGroups: SUCCESS
ChangePlayerIDScore: SUCCESS
AverageHighestPlayerLevelByGroup: 8.11
ChangePlayerIDScore: SUCCESS
MergeGroups: SUCCESS
IncreasePlayerIDLevel: SUCCESS
GetPlayersBound: 12 12
MergeGroups: SUCCESS
RemovePlayer: SUCCESS
AverageHighestPlayerLevelByGroup: FAILURE
GetPercentOfPlayersWithScoreInBounds: 4.00
MergeGroups: INVALID_INPUT
GetPlayersBound: 7 7
GetPercentOfPlayersWithScoreInBounds: 0.00
AddPlayer: INVALID_INPUT
AverageHighestPlayerLevelByGroup: 9.50
GetPlayersBound: 11 11
IncreasePlayerIDLevel: SUCCESS
AverageHighestPlayerLevelByGroup: 3.55
AverageHighestPlayerLevelByGroup: 4.44
MergeGroups: SUCCESS
AverageHighestPlayerLevelByGroup: 3.09
GetPercentOfPlayersWithScoreInBounds: 0.00
MergeGroups: SUCCESS
GetPercentOfPlayersWithScoreInBounds: 13.33
AddPlayer: SUCCESS
MergeGroups: SUCCESS
IncreasePlayerIDLevel: SUCCESS
RemovePlayer: SUCCESS
IncreasePlayerIDLevel: SUCCESS
MergeGroups: INVALID_INPUT
IncreasePlayerIDLevel: SUCCESS
ChangePlayerIDScore: SUCCESS
GetPlayersBound: 7 7
ChangePlayerIDScore: SUCCESS
RemovePlayer: SUCCESS
RemovePlayer: SUCCESS
AverageHighestPlayerLevelByGroup: INVALID_INPUT
GetPercentOfPlayersWithScoreInBounds: 9.52
MergeGroups: SUCCESS
AddPlayer: SUCCESS
ChangePlayerIDScore: SUCCESS
GetPlayersBound: 0 0
RemovePlayer: SUCCESS
AddPlayer: SUCCESS
RemovePlayer: SUCCESS
RemovePlayer: SUCCESS
IncreasePlayerIDLevel: SUCCESS
RemovePlayer: SUCCESS
MergeGroups: SUCCESS
RemovePlayer: SUCCESS
ChangePlayerIDScore: SUCCESS
GetPercentOfPlayersWithScoreInBounds: 7.69
AddPlayer: SUCCESS
ChangePlayerIDScore: SUCCESS
AddPlayer: SUCCESS
MergeGroups: SUCCESS
MergeGroups: INVALID_INPUT
GetPlayersBound: 0 0
AddPlayer: SUCCESS
IncreasePlayerIDLevel: SUCCESS
IncreasePlayerIDLevel: INVALID_INPUT
MergeGroups: SUCCESS
AddPlayer: SUCCESS
ChangePlayerIDScore: SUCCESS
ChangePlayerIDScore: SUCCESS
MergeGroups: SUCCESS
MergeGroups: SUCCESS
RemovePlayer: SUCCESS
ChangePlayerIDScore: FAILURE
AverageHighestPlayerLevelByGroup: FAILURE
IncreasePlayerIDLevel: SUCCESS
ChangePlayerIDScore: INVALID_INPUT
GetPlayersBound: 0 0
MergeGroups: SUCCESS
ChangePlayerIDScore: SUCCESS
IncreasePlayerIDLevel: SUCCESS
IncreasePlayerIDLevel: SUCCESS
GetPercentOfPlayersWithScoreInBounds: 0.00
AverageHighestPlayerLevelByGroup: FAILURE
AddPlayer: SUCCESS
GetPercentOfPlayersWithScoreInBounds: 6.25
ChangePlayerIDScore: SUCCESS
MergeGroups: SUCCESS
AddPlayer: SUCCESS
AddPlayer: SUCCESS
IncreasePlayerIDLevel: SUCCESS
AverageHighestPlayerLevelByGroup: 3.30
AverageHighestPlayerLevelByGroup: 10.33
AddPlayer: SUCCESS
IncreasePlayerIDLevel: SUCCESS
MergeGroups: SUCCESS
GetPercentOfPlayersWithScoreInBounds: INVALID_INPUT
RemovePlayer: SUCCESS
IncreasePlayerIDLevel: FAILURE
MergeGroups: SUCCESS
IncreasePlayerIDLevel: SUCCESS
GetPercentOfPlayersWithScoreInBounds: 0.00
AverageHighestPlayerLevelByGroup: 10.83
IncreasePlayerIDLevel: SUCCESS
MergeGroups: SUCCESS
GetPlayersBound: 0 0
GetPercentOfPlayersWithScoreInBounds: FAILURE
MergeGroups: SUCCESS
MergeGroups: SUCCESS
RemovePlayer: SUCCESS
RemovePlayer: SUCCESS
MergeGroups: SUCCESS
MergeGroups: SUCCESS
IncreasePlayerIDLevel: SUCCESS
GetPercentOfPlayersWithScoreInBounds: 20.00
AddPlayer: SUCCESS
MergeGroups: SUCCESS
GetPercentOfPlayersWithScoreInBounds: FAILURE
RemovePlayer: SUCCESS
AverageHighestPlayerLevelByGroup: 9.17
IncreasePlayerIDLevel: SUCCESS
IncreasePlayerIDLevel: SUCCESS
AverageHighestPlayerLevelByGroup: 7.80
GetPlayersBound: 1 1
MergeGroups: SUCCESS
IncreasePlayerIDLevel: FAILURE
RemovePlayer: SUCCESS
GetPercentOfPlayersWithScoreInBounds: 0.00
ChangePlayerIDScore: INVALID_INPUT
ChangePlayerIDScore: SUCCESS
MergeGroups: INVALID_INPUT
MergeGroups: SUCCESS
GetPlayersBound: 3 3
GetPercentOfPlayersWithScoreInBounds: 14.29
AddPlayer: SUCCESS
GetPlayersBound: 0 0
AverageHighestPlayerLevelByGroup: 3.68
ChangePlayerIDScore: SUCCESS
RemovePlayer: SUCCESS
AddPlayer: SUCCESS
RemovePlayer: SUCCESS
GetPlayersBound: 3 3
AddPlayer: SUCCESS
GetPlayersBound: 0 0
RemovePlayer: SUCCESS
IncreasePlayerIDLevel: SUCCESS
ChangePlayerIDScore: INVALID_INPUT
MergeGroups: SUCCESS
GetPlayersBound: 8 8
AverageHighestPlayerLevelByGroup: 4.37
GetPlayersBound: 3 3
GetPercentOfPlayersWithScoreInBounds: 0.00
ChangePlayerIDScore: FAILURE
MergeGroups: SUCCESS
AddPlayer: SUCCESS
IncreasePlayerIDLevel: SUCCESS
RemovePlayer: SUCCESS
GetPlayersBound: 0 0
RemovePlayer: SUCCESS
GetPlayersBound: 8 8
IncreasePlayerIDLevel: SUCCESS
AddPlayer: SUCCESS
ChangePlayerIDScore: SUCCESS
AddPlayer: SUCCESS
RemovePlayer: SUCCESS
AverageHighestPlayerLevelByGroup: INVALID_INPUT
RemovePlayer: SUCCESS
ChangePlayerIDScore: SUCCESS
AddPlayer: SUCCESS
AverageHighestPlayerLevelByGroup: INVALID_INPUT
ChangePlayerIDScore: SUCCESS
GetPlayersBound: 9 9
IncreasePlayerIDLevel: SUCCESS
RemovePlayer: FAILURE
GetPlayersBound: 0 0
IncreasePlayerIDLevel: SUCCESS
AddPlayer: INVALID_INPUT
GetPercentOfPlayersWithScoreInBounds: FAILURE
GetPlayersBound: 8 8
GetPlayersBound: 0 0
GetPercentOfPlayersWithScoreInBounds: 0.00
RemovePlayer: FAILURE
AverageHighestPlayerLevelByGroup: 4.41
GetPlayersBound: INVALID_INPUT
AverageHighestPlayerLevelByGroup: 5.11
ChangePlayerIDScore: SUCCESS
GetPlayersBound: 9 9
GetPlayersBound: 0 0
IncreasePlayerIDLevel: SUCCESS
ChangePlayerIDScore: SUCCESS
GetPercentOfPlayersWithScoreInBounds: 5.26
ChangePlayerIDScore: SUCCESS
AddPlayer: INVALID_INPUT
GetPlayersBound: INVALID_INPUT
IncreasePlayerIDLevel: INVALID_INPUT
MergeGroups: SUCCESS
GetPercentOfPlayersWithScoreInBounds: 0.00
AverageHighestPlayerLevelByGroup: FAILURE
ChangePlayerIDScore: SUCCESS
MergeGroups: SUCCESS
GetPercentOfPlayersWithScoreInBounds: 0.00
MergeGroups: SUCCESS
IncreasePlayerIDLevel: FAILURE
GetPlayersBound: 4 4
ChangePlayerIDScore: SUCCESS
MergeGroups: SUCCESS
MergeGroups: SUCCESS
AverageHighestPlayerLevelByGroup: 17.00
GetPlayersBound: 0 0
MergeGroups: SUCCESS
AverageHighestPlayerLevelByGroup: 5.89
AverageHighestPlayerLevelByGroup: 11.60
MergeGroups: SUCCESS
AddPlayer: SUCCESS
GetPlayersBound: 9 9
ChangePlayerIDScore: SUCCESS
GetPercentOfPlayersWithScoreInBounds: 0.00
AverageHighestPlayerLevelByGroup: 10.57
GetPlayersBound: 0 0
AddPlayer: INVALID_INPUT
MergeGroups: SUCCESS
AddPlayer: SUCCESS
RemovePlayer: SUCCESS
AverageHighestPlayerLevelByGroup: 5.44
AddPlayer: SUCCESS
GetPlayersBound: 0 0
AverageHighestPlayerLevelByGroup: 7.54
RemovePlayer: SUCCESS
AddPlayer: SUCCESS
MergeGroups: SUCCESS
GetPlayersBound: 0 0
GetPlayersBound: INVALID_INPUT
AverageHighestPlayerLevelByGroup: 11.40
GetPercentOfPlayersWithScoreInBounds: 25.00
GetPlayersBound: 0 0
MergeGroups: SUCCESS
MergeGroups: SUCCESS
ChangePlayerIDScore: SUCCESS
GetPlayersBound: 0 0
GetPercentOfPlayersWithScoreInBounds: 4.55
MergeGroups: SUCCESS
MergeGroups: SUCCESS
AddPlayer: FAILURE
RemovePlayer: SUCCESS
AddPlayer: SUCCESS
MergeGroups: SUCCESS
GetPlayersBound: FAILURE
MergeGroups: SUCCESS
MergeGroups: SUCCESS
MergeGroups: SUCCESS
GetPercentOfPlayersWithScoreInBounds: 0.00
ChangePlayerIDScore: SUCCESS
GetPlayersBound: 8 8
ChangePlayerIDScore: SUCCESS
ChangePlayerIDScore: SUCCESS
GetPercentOfPlayersWithScoreInBounds: 33.33
MergeGroups: SUCCESS
MergeGroups: SUCCESS
GetPercentOfPlayersWithScoreInBounds: INVALID_INPUT
ChangePlayerIDScore: SUCCESS
AddPlayer: SUCCESS
GetPercentOfPlayersWithScoreInBounds: 4.35
ChangePlayerIDScore: SUCCESS
IncreasePlayerIDLevel: SUCCESS
ChangePlayerIDScore: SUCCESS
RemovePlayer: SUCCESS
ChangePlayerIDScore: SUCCESS
ChangePlayerIDScore: SUCCESS
GetPercentOfPlayersWithScoreInBounds: 0.00
ChangePlayerIDScore: FAILURE
RemovePlayer: SUCCESS
GetPlayersBound: 0 0
GetPlayersBound: 5 5
GetPlayersBound: 5 5
AddPlayer: SUCCESS
AddPlayer: SUCCESS
MergeGroups: SUCCESS
GetPercentOfPlayersWithScoreInBounds: 0.00
MergeGroups: SUCCESS
GetPlayersBound: 0 0
ChangePlayerIDScore: SUCCESS
AverageHighestPlayerLevelByGroup: FAILURE
GetPercentOfPlayersWithScoreInBounds: 0.00
GetPercentOfPlayersWithScoreInBounds: 0.00
AddPlayer: SUCCESS
RemovePlayer: SUCCESS
AverageHighestPlayerLevelByGroup: FAILURE
GetPlayersBound: 0 0
RemovePlayer: SUCCESS
RemovePlayer: FAILURE
ChangePlayerIDScore: SUCCESS
AddPlayer: INVALID_INPUT
IncreasePlayerIDLevel: SUCCESS
GetPercentOfPlayersWithScoreInBounds: 0.00
RemovePlayer: SUCCESS
AddPlayer: SUCCESS
AverageHighestPlayerLevelByGroup: 10.17
ChangePlayerIDScore: SUCCESS
MergeGroups: SUCCESS
GetPercentOfPlayersWithScoreInBounds: 4.35
IncreasePlayerIDLevel: SUCCESS
AverageHighestPlayerLevelByGroup: FAILURE
GetPlayersBound: 0 0
GetPlayersBound: 0 0
GetPlayersBound: 0 0
RemovePlayer: SUCCESS
AverageHighestPlayerLevelByGroup: 6.38
MergeGroups: SUCCESS
ChangePlayerIDScore: SUCCESS
GetPlayersBound: 0 0
IncreasePlayerIDLevel: SUCCESS
MergeGroups: INVALID_INPUT
GetPlayersBound: 8 8
GetPlayersBound: 0 0
GetPlayersBound: FAILURE
AddPlayer: INVALID_INPUT
MergeGroups: INVALID_INPUT
GetPercentOfPlayersWithScoreInBounds: 25.00
MergeGroups: SUCCESS
GetPercentOfPlayersWithScoreInBounds: 0.00
IncreasePlayerIDLevel: SUCCESS
AddPlayer: SUCCESS
GetPercentOfPlayersWithScoreInBounds: 100.00
MergeGroups: SUCCESS
GetPlayersBound: INVALID_INPUT
RemovePlayer: SUCCESS
AddPlayer: SUCCESS
IncreasePlayerIDLevel: SUCCESS
ChangePlayerIDScore: SUCCESS
IncreasePlayerIDLevel: SUCCESS
AverageHighestPlayerLevelByGroup: FAILURE
GetPercentOfPlayersWithScoreInBounds: 0.00
RemovePlayer: FAILURE
AddPlayer: SUCCESS
MergeGroups: INVALID_INPUT
GetPlayersBound: FAILURE
IncreasePlayerIDLevel: SUCCESS
IncreasePlayerIDLevel: SUCCESS
GetPercentOfPlayersWithScoreInBounds: 0.00
AverageHighestPlayerLevelByGroup: 10.57
GetPlayersBound: 6 6
IncreasePlayerIDLevel: SUCCESS
MergeGroups: SUCCESS
ChangePlayerIDScore: SUCCESS
GetPlayersBound: 0 0
RemovePlayer: SUCCESS
GetPlayersBound: 3 3
MergeGroups: SUCCESS
MergeGroups: INVALID_INPUT
RemovePlayer: SUCCESS
MergeGroups: SUCCESS
AddPlayer: SUCCESS
AddPlayer: SUCCESS
GetPercentOfPlayersWithScoreInBounds: 12.50
GetPercentOfPlayersWithScoreInBounds: 100.00
GetPlayersBound: 17 17
GetPlayersBound: 17 17
GetPlayersBound: 6 15
GetPlayersBound: FAILURE
RemovePlayer: SUCCESS
ChangePlayerIDScore: FAILURE
MergeGroups: SUCCESS
ChangePlayerIDScore: SUCCESS
AddPlayer: INVALID_INPUT
AverageHighestPlayerLevelByGroup: 7.46
AddPlayer: SUCCESS
RemovePlayer: SUCCESS
IncreasePlayerIDLevel: SUCCESS
AverageHighestPlayerLevelByGroup: 5.20
IncreasePlayerIDLevel: SUCCESS
IncreasePlayerIDLevel: SUCCESS
RemovePlayer: SUCCESS
AverageHighestPlayerLevelByGroup: 8.15
ChangePlayerIDScore: SUCCESS
ChangePlayerIDScore: SUCCESS
AverageHighestPlayerLevelByGroup: 6.53
MergeGroups: SUCCESS
AverageHighestPlayerLevelByGroup: 5.05
MergeGroups: SUCCESS
RemovePlayer: SUCCESS
GetPlayersBound: FAILURE
AverageHighestPlayerLevelByGroup: FAILURE
ChangePlayerIDScore: SUCCESS
GetPlayersBound: 9 9
AddPlayer: INVALID_INPUT
AverageHighestPlayerLevelByGroup: 11.60
IncreasePlayerIDLevel: SUCCESS
GetPlayersBound: FAILURE
ChangePlayerIDScore: INVALID_INPUT
AddPlayer: FAILURE
GetPlayersBound: 1 1
MergeGroups: SUCCESS
GetPlayersBound: 0 0
GetPercentOfPlayersWithScoreInBounds: 50.00
GetPlayersBound: 3 3
GetPercentOfPlayersWithScoreInBounds: 0.00
IncreasePlayerIDLevel: SUCCESS
IncreasePlayerIDLevel: SUCCESS
AverageHighestPlayerLevelByGroup: FAILURE
ChangePlayerIDScore: SUCCESS
AddPlayer: SUCCESS
GetPercentOfPlayersWithScoreInBounds: FAILURE
MergeGroups: SUCCESS
IncreasePlayerIDLevel: SUCCESS
MergeGroups: SUCCESS
AddPlayer: SUCCESS
ChangePlayerIDScore: SUCCESS
MergeGroups: SUCCESS
MergeGroups: SUCCESS
GetPlayersBound: 3 3
AddPlayer: SUCCESS
AverageHighestPlayerLevelByGroup: INVALID_INPUT
AddPlayer: SUCCESS
AverageHighestPlayerLevelByGroup: 7.33
ChangePlayerIDScore: SUCCESS
RemovePlayer: SUCCESS
AddPlayer: SUCCESS
AverageHighestPlayerLevelByGroup: 14.60
AddPlayer: SUCCESS
IncreasePlayerIDLevel: FAILURE
AverageHighestPlayerLevelByGroup: 17.50
RemovePlayer: SUCCESS
IncreasePlayerIDLevel: SUCCESS
IncreasePlayerIDLevel: SUCCESS
IncreasePlayerIDLevel: SUCCESS
IncreasePlayerIDLevel: SUCCESS
AverageHighestPlayerLevelByGroup: 11.00
IncreasePlayerIDLevel: SUCCESS
ChangePlayerIDScore: INVALID_INPUT
AddPlayer: SUCCESS
AverageHighestPlayerLevelByGroup: 7.84
GetPercentOfPlayersWithScoreInBounds: 7.69
AddPlayer: SUCCESS
AddPlayer: SUCCESS
GetPlayersBound: 0 19
RemovePlayer: SUCCESS
AverageHighestPlayerLevelByGroup: 8.76
RemovePlayer: SUCCESS
RemovePlayer: SUCCESS
GetPlayersBound: INVALID_INPUT
GetPlayersBound: 0 0
ChangePlayerIDScore: INVALID_INPUT
ChangePlayerIDScore: SUCCESS
IncreasePlayerIDLevel: SUCCESS
AverageHighestPlayerLevelByGroup: 10.10
AverageHighestPlayerLevelByGroup: 4.72
AverageHighestPlayerLevelByGroup: 4.54
GetPercentOfPlayersWithScoreInBounds: 0.00
ChangePlayerIDScore: FAILURE
GetPlayersBound: 6 6
ChangePlayerIDScore: FAILURE
AverageHighestPlayerLevelByGroup: 7.87
MergeGroups: SUCCESS
AverageHighestPlayerLevelByGroup: FAILURE
AddPlayer: FAILURE
RemovePlayer: SUCCESS
AddPlayer: SUCCESS
GetPlayersBound: 0 0
ChangePlayerIDScore: FAILURE
ChangePlayerIDScore: SUCCESS
RemovePlayer: SUCCESS
IncreasePlayerIDLevel: SUCCESS
MergeGroups: SUCCESS
AddPlayer: SUCCESS
GetPercentOfPlayersWithScoreInBounds: 9.09
AverageHighestPlayerLevelByGroup: FAILURE
ChangePlayerIDScore: SUCCESS
AverageHighestPlayerLevelByGroup: 5.50
IncreasePlayerIDLevel: INVALID_INPUT
MergeGroups: SUCCESS
GetPercentOfPlayersWithScoreInBounds: 4.00
RemovePlayer: SUCCESS
MergeGroups: SUCCESS
RemovePlayer: SUCCESS
AddPlayer: SUCCESS
ChangePlayerIDScore: INVALID_INPUT
RemovePlayer: SUCCESS
AddPlayer: INVALID_INPUT
GetPlayersBound: 0 0
IncreasePlayerIDLevel: SUCCESS
GetPlayersBound: 0 0
GetPlayersBound: FAILURE
AverageHighestPlayerLevelByGroup: 5.14
MergeGroups: SUCCESS
MergeGroups: INVALID_INPUT
RemovePlayer: FAILURE
AddPlayer: INVALID_INPUT
ChangePlayerIDScore: SUCCESS
AverageHighestPlayerLevelByGroup: INVALID_INPUT
AddPlayer: SUCCESS
GetPercentOfPlayersWithScoreInBounds: 8.33
GetPercentOfPlayersWithScoreInBounds: 100.00
GetPlayersBound: 16 16
IncreasePlayerIDLevel: SUCCESS
AverageHighestPlayerLevelByGroup: INVALID_INPUT
IncreasePlayerIDLevel: SUCCESS
ChangePlayerIDScore: SUCCESS
GetPlayersBound: INVALID_INPUT
GetPlayersBound: FAILURE
IncreasePlayerIDLevel: SUCCESS
AverageHighestPlayerLevelByGroup: 5.95
IncreasePlayerIDLevel: SUCCESS
AverageHighestPlayerLevelByGroup: 6.10
RemovePlayer: SUCCESS
MergeGroups: SUCCESS
GetPercentOfPlayersWithScoreInBounds: 5.26
AverageHighestPlayerLevelByGroup: 8.57
IncreasePlayerIDLevel: SUCCESS
RemovePlayer: SUCCESS
IncreasePlayerIDLevel: SUCCESS
RemovePlayer: SUCCESS
IncreasePlayerIDLevel: SUCCESS
ChangePlayerIDScore: FAILURE
ChangePlayerIDScore: SUCCESS
MergeGroups: SUCCESS
IncreasePlayerIDLevel: SUCCESS
AverageHighestPlayerLevelByGroup: 5.91
ChangePlayerIDScore: SUCCESS
AverageHighestPlayerLevelByGroup: 15.67
AverageHighestPlayerLevelByGroup: INVALID_INPUT
MergeGroups: INVALID_INPUT
AddPlayer: INVALID_INPUT
MergeGroups: INVALID_INPUT
RemovePlayer: SUCCESS
ChangePlayerIDScore: SUCCESS
AddPlayer: SUCCESS
ChangePlayerIDScore: SUCCESS
RemovePlayer: INVALID_INPUT
AddPlayer: SUCCESS
MergeGroups: SUCCESS
ChangePlayerIDScore: SUCCESS
MergeGroups: SUCCESS
ChangePlayerIDScore: SUCCESS
ChangePlayerIDScore: SUCCESS
AverageHighestPlayerLevelByGroup: 7.47
GetPlayersBound: 16 16
IncreasePlayerIDLevel: SUCCESS
AddPlayer: SUCCESS
IncreasePlayerIDLevel: SUCCESS
